Entity,Code,Year,nuclear_weapons_stockpile
China,CHN,2022,350
France,FRA,2022,290
Israel,ISR,2022,90
North Korea,PRK,2022,20
Pakistan,PAK,2022,165
Russia,RUS,2022,4477
South Africa,ZAF,2022,0
United Kingdom,GBR,2022,180
United States,USA,2022,3708
